userId,movieId,rating,timestamp,label,user_idx,movie_idx
285,2605,3.0,974036328,0,284,2068
24,897,4.0,963472695,1,23,712
607,4016,4.0,979339130,1,606,3143
219,3981,2.0,1011718777,0,218,3112
203,546,2.0,955137146,0,202,485
228,880,3.0,1141170661,0,227,702
590,97921,5.0,1403725269,1,589,9327
567,3300,2.0,1129697531,0,566,2609
402,34150,2.5,1172698946,0,401,6565
603,2,3.0,860499905,0,602,1
128,2716,4.0,1262158415,1,127,2159
439,1233,5.0,864847517,1,438,986
451,1199,5.0,1130495208,1,450,954
530,2202,3.0,1076730122,0,529,1745
62,1961,3.5,1268779900,0,61,1518
575,50,4.0,1020118365,1,574,47
451,76,3.5,1131361015,0,450,70
192,56274,1.0,1219087843,0,191,7441
575,2946,4.0,963750438,1,574,2341
224,50794,2.5,1425335872,0,223,7143
574,99149,3.0,1362802370,0,573,9370
475,5033,3.0,1305332000,0,474,3877
458,2717,2.0,975732247,0,457,2160
110,3751,5.0,992250715,1,109,2944
295,296,4.0,837884511,1,294,257
280,1210,5.0,944897212,1,279,964
627,2021,3.0,1237930401,0,626,1574
69,7387,3.5,1121284622,0,68,5287
657,261,1.0,1243036648,0,656,228
475,112183,3.5,1422044824,0,474,9793
232,288,4.5,1307342647,1,231,250
628,1196,4.5,1112468020,1,627,951
611,3435,4.0,1368125805,1,610,2708
232,53953,4.5,1277372463,1,231,7293
590,1200,4.5,1243371173,1,589,955
73,1912,5.0,945886302,1,72,1475
568,307,4.0,1142790608,1,567,267
412,110,4.0,1415279156,1,411,98
605,2174,3.0,955376612,0,604,1720
48,529,5.0,1081162500,1,47,469
328,6502,4.0,1223426161,1,327,4728
366,708,4.0,1084996680,1,365,596
422,3844,4.5,1074650971,1,421,3018
168,3578,4.5,1159239159,1,167,2818
403,31804,4.0,1222302750,1,402,6398
665,63853,4.0,1231675203,1,664,7798
365,3334,4.0,1062894069,1,364,2632
402,3869,3.0,1172479750,0,401,3035
668,4975,2.0,1071772922,0,667,3834
668,2973,2.5,1092028751,0,667,2362
530,1711,4.0,945143848,1,529,1354
63,46974,2.0,1300030586,0,62,6967
668,58576,1.0,1381073305,0,667,7542
224,4018,4.0,1428127692,1,223,3145
543,4690,4.0,995889542,1,542,3641
89,500,2.0,1328925256,0,88,441
586,541,4.5,1397065593,1,585,480
62,1235,4.0,1267424967,1,61,988
532,61240,5.0,1440345771,1,531,7701
250,5618,4.5,1107162296,1,249,4231
506,1240,3.5,1175243458,0,505,992
640,18,5.0,860492343,1,639,17
83,79132,5.0,1418842179,1,82,8473
241,5507,5.0,1446671175,1,240,4172
192,3113,4.0,1002210633,1,191,2479
475,153,3.0,1305329414,0,474,129
668,117456,2.5,1431274219,0,667,9911
77,4973,4.5,1085081139,1,76,3832
627,6503,1.5,1237991410,0,626,4729
628,3683,4.5,1112472604,1,627,2888
328,1,5.0,1237950888,1,327,0
250,2716,4.0,1107160997,1,249,2159
668,61350,2.0,1246334069,0,667,7715
44,1375,1.5,1225237748,0,43,1108
597,1031,4.0,965118914,1,596,831
319,31367,5.0,1413898735,1,318,6362
427,68954,3.0,1329765780,0,426,7983
194,65585,3.0,1364053264,0,193,7855
235,2701,2.0,953677160,0,234,2147
228,2541,2.5,1141170483,0,227,2021
139,3538,3.5,1095888238,0,138,2789
668,53123,2.0,1199287562,0,667,7260
575,1082,3.0,939927352,0,574,872
118,3489,3.0,1045086201,0,117,2751
69,527,4.0,1121089189,1,68,467
167,49272,5.0,1446588418,1,166,7081
69,6987,3.0,1121089379,0,68,5020
529,68358,4.5,1260118907,1,528,7959
140,1639,4.0,895849529,1,139,1301
296,3704,3.0,1085799991,0,295,2907
615,2817,3.0,955127478,0,614,2243
232,1702,3.5,1277842645,0,231,1350
89,1527,4.0,1328925385,1,88,1224
516,2432,5.0,1001471089,1,515,1931
128,3328,3.5,1262378345,0,127,2627
485,6040,2.0,1058174390,0,484,4467
173,431,4.0,954597026,1,172,376
128,61262,3.5,1269291378,0,127,7708
461,32587,4.5,1179854167,1,460,6460
512,1962,2.0,1254429853,0,511,1519
284,708,5.0,855582347,1,283,596
599,66427,4.0,1424825955,1,598,7894
480,3448,3.5,1136461858,0,479,2721
535,49272,4.0,1432618789,1,534,7081
203,1225,5.0,955136455,1,202,979
303,3022,4.0,975172034,1,302,2399
192,3147,4.5,1077120473,1,191,2502
268,1088,1.5,1227217377,0,267,878
411,50,5.0,833711535,1,410,47
668,2937,4.0,1025850931,1,667,2332
665,52245,3.5,1231678856,0,664,7210
85,318,5.0,1400699802,1,84,276
662,1527,4.0,945176143,1,661,1224
442,300,4.0,840555588,1,441,260
213,930,4.5,1111502375,1,212,744
668,1680,2.5,1211150996,0,667,1333
564,1500,4.0,957925604,1,563,1206
557,7153,4.0,1284927371,1,556,5148
213,33679,3.0,1129880905,0,212,6529
38,1707,1.5,1409803976,0,37,1353
657,8261,2.5,1243037154,0,656,5531
310,1208,3.5,1092863586,0,309,962
575,81158,3.0,1296745016,0,574,8580
177,1268,3.0,1074053731,0,176,1020
659,80549,2.5,1394644491,0,658,8546
164,64034,5.0,1440814936,1,163,7806
320,6586,1.0,1061951121,0,319,4780
575,6807,3.0,1252961741,0,574,4914
60,7028,4.0,1162941511,1,59,5055
250,1967,4.0,1107162414,1,249,1524
628,2987,3.5,1112465700,0,627,2373
478,356,4.5,1242657916,1,477,313
357,1513,2.0,951239628,0,356,1213
460,1580,3.5,1130277616,0,459,1252
458,2306,2.0,953243400,0,457,1814
250,1219,4.0,1107161301,1,249,973
174,471,4.0,1276658478,1,173,414
106,108932,4.0,1440861436,1,105,9709
413,4232,4.0,1317255087,1,412,3299
531,8360,4.5,1447687957,1,530,5552
314,115149,3.5,1448467377,0,313,9876
461,1396,4.0,1193030987,1,460,1127
254,1483,4.0,1354258362,1,253,1192
491,150,4.0,839301822,1,490,126
484,2194,3.0,1308768724,0,483,1739
301,2329,4.5,1317056949,1,300,1833
440,1246,4.0,962687093,1,439,998
245,454,3.0,834948284,0,244,398
62,2122,2.0,1267577278,0,61,1672
555,293,5.0,875312541,1,554,255
45,1676,2.5,1149373104,0,44,1331
354,48,2.0,965328247,0,353,45
590,541,3.0,1336063644,0,589,480
507,743,3.0,848405245,0,506,620
402,45431,3.5,1172477004,0,401,6898
563,1961,4.5,1112209420,1,562,1518
484,59369,4.0,1308767985,1,483,7589
310,6777,4.0,1222524784,1,309,4894
121,2671,5.0,944957675,1,120,2122
96,1,5.0,857048677,1,95,0
137,64034,4.0,1277658162,1,136,7806
194,4234,2.5,1364051929,0,193,3301
130,2122,2.0,941900641,0,129,1672
22,2078,3.0,1111573877,0,21,1628
358,1682,5.0,1408188767,1,357,1335
22,3624,1.5,1111576232,0,21,2851
429,3977,5.0,993082743,1,428,3108
157,1320,1.0,916673232,0,156,1063
460,4677,4.0,1130308156,1,459,3630
160,196,3.0,902696721,0,159,169
544,1307,4.0,945033905,1,543,1058
260,364,3.0,847822657,0,259,320
576,104441,3.5,1446943978,0,575,9586
605,1094,4.0,954089621,1,604,884
326,555,3.0,844184345,0,325,493
128,532,2.5,1262156460,0,127,471
512,54001,4.0,1254432049,1,511,7299
213,1032,4.0,1112243134,1,212,832
555,1193,5.0,875312138,1,554,949
279,3260,1.0,965499477,0,278,2582
322,1206,1.0,1030116267,0,321,960
614,89745,5.0,1416813073,1,613,8956
458,1617,5.0,953240057,1,457,1287
175,2971,5.0,974835436,1,174,2360
575,67997,2.5,1263923491,0,574,7941
348,858,3.0,1311170518,0,347,690
392,356,3.0,1281451858,0,391,313
521,5010,4.0,1351089076,1,520,3864
414,527,4.0,1032191147,1,413,467
352,5636,3.0,1051979454,0,351,4242
